player_name_fbref,player_name_tm,club,league,season,position_group,age,minutes_played,market_value_eur,predicted_market_value_eur,market_value_gap_eur,market_value_gap_pct,inefficiency_score_z,growth_score,confidence_score,opportunity_score,opportunity_tier,matching_confidence,matching_method
Sepp van den Berg,Sepp van den Berg,Mainz 05,Bundesliga,2023-2024,DEF,21.98220396988364,2839,5000000.0,14728898.407489983,9728898.407489983,1.9457796814979968,1.2906594059255048,10.053674839749371,93.08333333333334,73.67266504170625,high_priority,0.85,exact_age_validated
Jamie Leweling,Jamie Leweling,Stuttgart,Bundesliga,2023-2024,MID,22.79534565366188,1523,4500000.0,11273574.441322844,6773574.441322843,1.5052387647384096,1.1019506491557605,26.141708699803104,85.19722222222222,73.06235109514535,high_priority,0.85,exact_age_validated
Ansgar Knauff,Ansgar Knauff,Eintracht Frankfurt,Bundesliga,2024-2025,MID,22.94318959616701,1597,10000000.0,24615921.32778319,14615921.32778319,1.461592132778319,1.0814759387380606,8.172424765273277,96.0527777777778,71.3389277601908,high_priority,1.0,exact_age_club_validated
Jordy Makengo,Jordy Makengo,Freiburg,Bundesliga,2023-2024,DEF,22.362765229295004,1026,2000000.0,2480919.9575971584,480919.9575971584,0.2404599787985792,0.2831090910897575,69.60436959740817,71.36666666666669,70.53892303978203,high_priority,0.85,exact_age_validated
Dominik Javorček,Dominik Javorcek,Holstein Kiel,Bundesliga,2024-2025,DEF,22.132785763175907,386,550000.0,3032676.1333203414,2482676.1333203414,4.5139566060369845,2.020973488326134,10.994299876987418,63.922222222222224,70.41750231234214,high_priority,0.85,exact_age_validated
Max Rosenfelder,Max Rosenfelder,Freiburg,Bundesliga,2024-2025,DEF,21.661875427789184,1249,2500000.0,3067050.78044376,567050.7804437601,0.226820312177504,0.2702288225887609,63.89232961919265,75.70277777777778,70.33410506987268,high_priority,0.85,exact_age_validated
Angelo Stiller,Angelo Stiller,Stuttgart,Bundesliga,2023-2024,MID,22.537987679671456,2694,7500000.0,15578121.190113904,8078121.190113904,1.0770828253485203,0.8836171916553606,18.118280953073253,92.25,70.29177675612976,high_priority,0.85,exact_age_validated
Julián Malatini,Julián Malatini,Werder Bremen,Bundesliga,2023-2024,DEF,22.091718001368925,602,550000.0,2632690.802642439,2082690.802642439,3.78671055025898,1.856204905000214,10.994299876987418,68.12222222222223,70.05731740032003,high_priority,0.85,exact_age_validated
Maximilian Beier,Maximilian Beier,Hoffenheim,Bundesliga,2023-2024,MID,21.00205338809035,2420,8000000.0,8152677.83531124,152677.83531124052,0.019084729413905,0.0541073779436534,55.314553220754895,86.41666666666667,69.19465668760789,high_priority,0.85,exact_age_validated
Luca Netz,Luca Netz,Gladbach,Bundesliga,2023-2024,DEF,20.583162217659137,2225,10000000.0,18423286.62763867,8423286.627638672,0.8423286627638672,0.7439006551245024,18.71676174978467,92.0576923076923,68.3588317153766,high_priority,0.85,exact_age_validated
Jakob Breum,Jakob Breum,Go Ahead Eagles,Eredivisie,2024-2025,MID,20.908966461327857,2059,1500000.0,5755744.74438899,4255744.74438899,2.837163162925993,1.598623902613845,26.14170513363474,95.83333333333334,85.65047602442323,target_scouting,1.0,exact_age_club_validated
Arthur Zagre,Arthur Zagré,Excelsior,Eredivisie,2023-2024,DEF,22.034223134839152,2313,850000.0,3690675.272678501,2840675.272678501,3.341970909033531,1.7426052603188955,13.299568969089476,93.67857142857144,81.86737004638942,target_scouting,0.85,exact_age_validated
Junior Kadile,Junior Kadile,Almere City,Eredivisie,2024-2025,MID,22.0041067761807,2207,500000.0,2501614.796693139,2001614.7966931388,4.003229593386277,1.9077422585762631,6.295018383809746,92.25,80.95815897013871,target_scouting,0.85,exact_age_validated
Bart van Rooij,Bart van Rooij,NEC Nijmegen,Eredivisie,2023-2024,DEF,22.55441478439425,1975,1000000.0,4130086.8757230174,3130086.8757230183,3.1300868757230185,1.6843231697551613,11.359054184785498,94.19444444444444,80.52889500577028,target_scouting,0.85,exact_age_validated
Brayann Pereira,Brayann Pereira,NEC Nijmegen,Eredivisie,2024-2025,DEF,21.40177960301164,2098,1000000.0,3254326.8261711434,2254326.8261711434,2.254326826171144,1.4067017541756526,25.00181297571708,90.9404761904762,79.9695375028321,high_priority,0.85,exact_age_validated
Daan Rots,Daan Rots,Twente,Eredivisie,2023-2024,MID,22.22861054072553,2573,2000000.0,4646723.938912324,2646723.938912324,1.3233619694561618,1.014150199979556,43.26361588827293,88.08333333333334,79.65142841172442,high_priority,0.85,exact_age_validated
Sem Steijn,Sem Steijn,Twente,Eredivisie,2023-2024,MID,21.927446954141,2414,3000000.0,6614772.742064958,3614772.7420649584,1.2049242473549862,0.9531978485799574,44.76042775385668,88.08333333333334,79.31589521981644,high_priority,0.85,exact_age_validated
Syb Van Ottele,Syb van Ottele,Fortuna Sittard,Eredivisie,2024-2025,DEF,22.87200547570157,1874,600000.0,2256650.0661904714,1656650.0661904714,2.7610834436507856,1.575294411961334,6.86606910629981,92.36904761904762,76.32164450359232,high_priority,0.85,exact_age_validated
Denilho Cleonise,Denilho Cleonise,RKC Waalwijk,Eredivisie,2023-2024,MID,21.856262833675565,1800,500000.0,1132862.303536492,632862.3035364919,1.265724607072984,0.9848860502010842,25.942431135362167,94.52380952380952,75.8628329873635,high_priority,1.0,exact_age_club_validated
Adrian Blake,Adrian Blake,Utrecht,Eredivisie,2024-2025,MID,19.42505133470226,468,500000.0,4117146.976427299,3617146.976427299,5.0,2.3196196230899084,10.994299876987418,65.51666666666668,75.61622056916529,high_priority,0.85,exact_age_validated
Thijmen Blokzijl,Thijmen Blokzijl,Groningen,Eredivisie,2024-2025,DEF,19.80835044490076,2226,800000.0,2698743.8986427938,1898743.8986427933,2.3734298733034924,1.4485751610742312,7.608317092355816,92.52777777777776,74.80826274400441,high_priority,0.85,exact_age_validated
Tika de Jonge,Tika de Jonge,Groningen,Eredivisie,2024-2025,MID,21.59616700889801,1271,500000.0,778045.2784586268,278045.2784586268,0.5560905569172536,0.5471954373570455,63.89222691416951,76.13055555555557,74.63651356022207,high_priority,0.85,exact_age_validated
Shunsuke Mito,Shunsuke Mito,Sparta Rotterdam,Eredivisie,2024-2025,MID,22.220396988364133,1489,650000.0,2146855.9908095067,1496855.9908095067,2.302855370476164,1.423945164727643,5.784622366160387,91.34861111111113,73.17405610852087,high_priority,1.0,exact_age_club_validated
Miguel Rodríguez,Miguel Rodríguez,Utrecht,Eredivisie,2024-2025,MID,21.637234770705,1241,2000000.0,4510583.128925463,2510583.128925463,1.2552915644627316,0.9795094107080008,39.33615179050293,77.21388888888889,72.29099951713089,high_priority,0.85,exact_age_validated
Mio Backhaus,Mio Backhaus,Volendam,Eredivisie,2023-2024,GK,19.50171115674196,2881,700000.0,1237085.7872241675,537085.7872241675,0.7672654103202393,0.6954425023148328,38.33676977990767,86.41666666666667,72.26153912502275,high_priority,0.85,exact_age_validated
Stije Resink,Stije Resink,Almere City,Eredivisie,2023-2024,MID,20.10130047912389,2578,550000.0,1176267.67930948,626267.6793094801,1.1386685078354184,0.917655729437885,25.06138073513117,89.54166666666666,72.07738187971778,high_priority,0.85,exact_age_validated
Enzo Cornelisse,Enzo Cornelisse,Vitesse,Eredivisie,2023-2024,DEF,21.462012320328544,1538,500000.0,1627409.42715729,1127409.42715729,2.25481885431458,1.4068778711355348,8.06990335624271,87.53434343434344,71.90105084590371,high_priority,0.85,exact_age_validated
Enric Llansana,Enric Llansana,Go Ahead Eagles,Eredivisie,2023-2024,MID,22.67488021902806,1221,500000.0,1789766.99687393,1289766.99687393,2.57953399374786,1.5176594320908698,10.053674839749371,81.82500000000002,71.46712488589237,high_priority,0.85,exact_age_validated
Fredrik Oppegard,Fredrik Oppegård,Heracles Almelo,Eredivisie,2023-2024,DEF,21.35523613963039,1349,600000.0,2093522.265660468,1493522.265660467,2.489203776100779,1.487884549780568,8.38479731224176,83.92927350427352,71.43650726571012,high_priority,0.85,exact_age_validated
Mexx Meerdink,Mexx Meerdink,AZ Alkmaar,Eredivisie,2024-2025,MID,21.22655715263518,906,1300000.0,4224489.571517629,2924489.5715176286,2.249607362705868,1.4050111116347734,25.25845455251892,73.47777777777779,71.41937464953993,high_priority,0.85,exact_age_validated
Unai Gómez,Unai Gómez,Athletic Club,LaLiga,2023-2024,MID,20.386036960985628,875,1000000.0,3857107.082643215,2857107.0826432146,2.8571070826432146,1.604663100775532,92.91707003213963,73.68055555555557,100.0,target_scouting,1.0,exact_age_club_validated
Javi Rodríguez,Javi Rodríguez,Celta Vigo,LaLiga,2024-2025,DEF,21.29226557152635,2514,3000000.0,6869514.554108109,3869514.554108109,1.2898381847027032,0.997218770862496,100.0,86.41666666666667,99.98819283864373,target_scouting,0.85,exact_age_validated
Christantus Uche,Christantus Uche,Getafe,LaLiga,2024-2025,MID,21.399041752224505,2486,5000000.0,8135741.9569352595,3135741.9569352595,0.6271483913870519,0.5992130127391044,100.0,86.41666666666667,94.10901650246043,target_scouting,0.85,exact_age_validated
Javi López,Javi López,Alavés,LaLiga,2023-2024,DEF,21.5523613963039,2386,1000000.0,11866893.237267008,10866893.237267008,5.0,2.3196196230899084,25.00181297571708,90.9404761904762,93.4547824327198,target_scouting,0.85,exact_age_validated
Mario Martín,Mario Martín,Valladolid,LaLiga,2024-2025,MID,20.602327173169066,1748,500000.0,4901990.965278227,4401990.965278227,5.0,2.3196196230899084,29.60592242531749,87.07222222222224,93.28225491004224,target_scouting,0.85,exact_age_validated
Jorge Herrando,Jorge Herrando,Osasuna,LaLiga,2023-2024,DEF,22.62012320328542,1644,600000.0,3374956.522555456,2774956.522555456,4.624927537592427,2.044185733006209,27.08232214700851,85.88333333333334,87.67436371741357,target_scouting,0.85,exact_age_validated
Kike Salas,Kike Salas,Sevilla,LaLiga,2023-2024,DEF,21.66461327857632,1605,2000000.0,9994744.87171942,7994744.87171942,3.99737243585971,1.906377687897117,33.25677897678998,84.29166666666667,87.18281394672697,target_scouting,0.85,exact_age_validated
Iker Muñoz,Iker Muñoz,Osasuna,LaLiga,2023-2024,MID,21.10335386721424,1854,5000000.0,5389067.918449643,389067.9184496431,0.0778135836899286,0.1193787856536627,99.99998899808593,86.41666666666667,87.02109973752431,target_scouting,0.85,exact_age_validated
Jesus Rodríguez,Jesús Rodríguez,Real Betis,LaLiga,2024-2025,MID,18.89664613278576,1111,700000.0,5937091.945530024,5237091.945530024,5.0,2.3196196230899084,25.47546039762014,76.01944444444445,86.26640407880855,target_scouting,0.85,exact_age_validated
Carlos Dominguez,Carlos Domínguez,Celta Vigo,LaLiga,2023-2024,DEF,22.858316221765914,1584,700000.0,7838272.314550837,7138272.314550837,5.0,2.3196196230899084,7.286191099360021,88.25833333333334,85.44541920930082,target_scouting,0.85,exact_age_validated
Pau Navarro,Pau Navarro,Villarreal,LaLiga,2024-2025,DEF,19.64955509924709,916,500000.0,2938274.3170720204,2438274.3170720204,4.876548634144041,2.095165517344876,40.27674072040429,69.2277777777778,85.18288261994174,target_scouting,0.85,exact_age_validated
Chadi Riad,Chadi Riad,Real Betis,LaLiga,2023-2024,DEF,20.32306639288159,2164,1000000.0,4010313.597137768,3010313.597137768,3.0103135971377672,1.6500400184411774,34.19739599015837,86.41666666666667,84.8004443964735,target_scouting,0.85,exact_age_validated
Hugo Sotelo,Hugo Sotelo,Celta Vigo,LaLiga,2023-2024,MID,19.81656399726215,721,500000.0,3041289.010121037,2541289.010121037,5.0,2.135308339429505,41.97459989017914,65.43611111111112,84.54445386450243,target_scouting,0.85,exact_age_validated
Ilaix Moriba,Ilaix Moriba,Celta Vigo,LaLiga,2024-2025,MID,21.93839835728953,2132,4000000.0,18956112.559742525,14956112.559742523,3.7390281399356313,1.8445422241739136,14.454693535314805,93.08333333333334,83.51514001574421,target_scouting,0.85,exact_age_validated
Mason Greenwood,Mason Greenwood,Getafe,LaLiga,2023-2024,MID,21.916495550992472,2662,5000000.0,33869890.77640487,28869890.77640488,5.0,2.2607261545891912,0.9406250372380488,90.25,83.1643027129305,target_scouting,0.85,exact_age_validated
Cristhian Mosquera,Cristhian Mosquera,Valencia,LaLiga,2023-2024,DEF,19.29363449691992,3075,2000000.0,6918094.995312755,4918094.995312755,2.459047497656377,1.477772477108798,34.19740401402804,86.41666666666667,82.25578260020231,target_scouting,0.85,exact_age_validated
Rafa Marín,Rafa Marín,Alavés,LaLiga,2023-2024,DEF,21.40177960301164,2443,3000000.0,4403010.194110865,1403010.1941108648,0.4676700647036216,0.4790456382308615,71.81502240666526,86.41666666666667,81.69820638095662,target_scouting,0.85,exact_age_validated
Yan Couto,Yan Couto,Girona,LaLiga,2023-2024,DEF,21.36071184120465,2245,8000000.0,27572790.693921,19572790.693921,2.446598836740125,1.4735724315477956,25.233356534736107,89.75000000000001,80.45691180550054,target_scouting,0.85,exact_age_validated
Mikel Jauregizar,Mikel Jauregizar,Athletic Club,LaLiga,2024-2025,MID,20.91170431211499,2244,3000000.0,4832096.551104931,1832096.5511049312,0.6106988503683104,0.5873761559851162,53.02963522044837,91.66666666666669,78.80179223080448,high_priority,1.0,exact_age_club_validated
Raúl Torrente,Raúl Torrente,Granada,LaLiga,2023-2024,DEF,22.086242299794662,1250,1500000.0,5706383.394708501,4206383.394708501,2.804255596472334,1.5885902357455397,26.14170513363474,79.88888888888889,77.62985130110472,high_priority,0.85,exact_age_validated
Tiago Araújo,Tiago Araújo,Estoril,Liga Portugal,2023-2024,DEF,22.50787132101301,2253,600000.0,3816800.255023187,3216800.255023187,5.0,2.1875088532671545,26.141697109770465,90.58333333333334,91.7571022555283,target_scouting,0.85,exact_age_validated
Óscar Aranda,Óscar Aranda,Famalicão,Liga Portugal,2024-2025,MID,22.444900752908968,2599,1500000.0,5963493.350696075,4463493.350696075,2.975662233797383,1.639930504241193,44.76041705536112,88.08333333333334,89.46002175376991,target_scouting,0.85,exact_age_validated
Geny Catamo,Geny Catamo,Sporting CP,Liga Portugal,2023-2024,MID,22.67214236824093,1684,1500000.0,5367704.995528987,3867704.995528986,2.578469997019325,1.5173131072958446,39.33614777856725,85.8277777777778,84.48823396497887,target_scouting,0.85,exact_age_validated
João Gonçalves,João Gonçalves,Boavista,Liga Portugal,2023-2024,GK,22.89664613278576,3060,500000.0,1454272.0149332362,954272.0149332362,1.9085440298664724,1.2758402554366626,40.27674072040429,91.66666666666669,84.1591281254376,target_scouting,1.0,exact_age_club_validated
Hélio Varela,Hélio Varela,Portimonense,Liga Portugal,2023-2024,MID,21.4072553045859,2743,500000.0,2428671.6020076266,1928671.6020076263,3.857343204015253,1.873269221310864,19.66307817607741,84.47222222222223,81.65324343484582,target_scouting,0.85,exact_age_validated
João Marques,João Marques,Estoril,Liga Portugal,2023-2024,MID,21.623545516769337,1969,1000000.0,2248266.4262764007,1248266.4262764007,1.2482664262764007,0.9758749942502328,49.05744075747101,86.41666666666667,80.44947259993958,target_scouting,0.85,exact_age_validated
Taichi Fukui,Taichi Fukui,Arouca,Liga Portugal,2024-2025,MID,20.23271731690623,2183,1500000.0,4177347.359229303,2677347.359229303,1.784898239486202,1.225233565685625,35.0777909459971,88.08333333333334,79.68050105345458,high_priority,0.85,exact_age_validated
Matías Lacava,Matías Lacava,Vizela,Liga Portugal,2023-2024,MID,20.93086926762492,1334,500000.0,1533994.9977732294,1033994.9977732294,2.067989995546459,1.3380133427188423,29.60592242531749,84.27222222222224,77.39990092220151,high_priority,1.0,exact_age_club_validated
Rodrigo Gomes,Rodrigo Gomes,Estoril,Liga Portugal,2023-2024,MID,20.47364818617385,2445,5000000.0,14115555.86430679,9115555.86430679,1.823111172861358,1.2411096571066875,20.641888185389423,91.41666666666669,76.11335369014584,high_priority,0.85,exact_age_validated
Gonçalo Franco,Gonçalo Franco,Moreirense,Liga Portugal,2023-2024,MID,22.863791923340177,2721,1500000.0,3841578.8541664346,2341578.8541664346,1.5610525694442898,1.1276193722691787,26.14170513363474,90.58333333333334,76.1008565269914,high_priority,0.85,exact_age_validated
Félix Correia,Félix Correia,Gil Vicente FC,Liga Portugal,2023-2024,MID,22.92676249144421,2167,1500000.0,4618756.172138368,3118756.172138368,2.0791707814255784,1.3422510744809748,14.88383937513373,91.83333333333331,75.64026832174467,high_priority,0.85,exact_age_validated
Joel silva,Joel Silva,Boavista,Liga Portugal,2024-2025,MID,21.85352498288844,2397,600000.0,1353720.1131886395,753720.1131886397,1.256200188647733,0.9799786553869236,34.19738529168425,86.41666666666667,74.90257122289785,high_priority,0.85,exact_age_validated
Kaio César,Kaio César,Vitória Guimarães,Liga Portugal,2024-2025,MID,20.64613278576317,1299,1500000.0,4513746.156210374,3013746.156210374,2.009164104140249,1.3154596811642114,26.14170513363474,80.84166666666667,74.06570438205111,high_priority,0.85,exact_age_validated
Matheus Pereira,Matheus Pereira,Vizela,Liga Portugal,2023-2024,DEF,22.770704996577688,2096,700000.0,1456163.7979451818,756163.7979451818,1.0802339970645456,0.8853832061202989,30.80530343001837,87.66666666666667,72.84240184379003,high_priority,0.85,exact_age_validated
Jeremy Antonisse,Jeremy Antonisse,Moreirense,Liga Portugal,2023-2024,MID,21.74674880219028,548,500000.0,2686734.3021624987,2186734.3021624987,4.373468604324997,1.9909076455178936,10.053674839749371,68.73888888888891,71.99661385989806,high_priority,0.85,exact_age_validated
Kévin Boma,Kévin Boma,Estoril,Liga Portugal,2024-2025,DEF,21.883641341546884,2467,600000.0,1242979.6516439477,642979.6516439475,1.0716327527399123,0.8805564681263354,27.08232214700851,88.91666666666667,71.98339210303938,high_priority,0.85,exact_age_validated
Jeremy Antonisse,Jeremy Antonisse,Moreirense,Liga Portugal,2024-2025,MID,22.72689938398357,839,700000.0,2562736.010894048,1862736.010894048,2.661051444134354,1.5438913764031947,16.51140690041809,74.0638888888889,70.45949922509156,high_priority,0.85,exact_age_validated
Pedro Santos,Pedro Santos,Arouca,Liga Portugal,2024-2025,MID,22.299794661190965,1526,800000.0,2691343.313550804,1891343.313550804,2.364179141938504,1.4453762235123635,1.8812557163291816,86.08888888888889,69.42073543880544,high_priority,0.85,exact_age_validated
Bernardo Vital,Bernardo Vital,Estoril,Liga Portugal,2023-2024,DEF,22.99247091033539,2549,1500000.0,3250488.985287701,1750488.9852877008,1.1669926568584672,0.9329827772357862,13.118867771568056,92.31410256410255,69.16608028179823,high_priority,0.85,exact_age_validated
Danilo Veiga,Danilo Veiga,Estrela,Liga Portugal,2024-2025,DEF,22.2340862422998,1280,1000000.0,2810637.8262964734,1810637.8262964727,1.8106378262964733,1.235951180907931,14.883838037821626,81.72222222222221,69.07778880134632,high_priority,0.85,exact_age_validated
Yassin Belkhdim,Yassin Belkhdim,Angers,Ligue 1,2024-2025,MID,22.64476386036961,1523,500000.0,2637953.539268849,2137953.539268849,4.275907078537698,1.9695623676788188,63.89222691416951,81.03055555555557,98.06645565534534,target_scouting,0.85,exact_age_validated
Kévin Danois,Kévin Danois,Auxerre,Ligue 1,2024-2025,MID,20.27652292950034,1460,500000.0,2401081.935034661,1901081.935034661,3.802163870069322,1.8599597305445368,63.89222691416951,79.80555555555557,95.84261924188178,target_scouting,0.85,exact_age_validated
Lamine Camara,Lamine Camara,Metz,Ligue 1,2023-2024,MID,19.789185489390828,2255,800000.0,3558782.322228944,2758782.322228944,3.44847790278618,1.7708360844589834,55.3144990596991,86.41666666666667,94.55344219904408,target_scouting,0.85,exact_age_validated
Rabby Nzingoula,Rabby Nzingoula,Montpellier,Ligue 1,2024-2025,MID,18.86652977412731,1689,1500000.0,3375378.418488724,1875378.418488724,1.2502522789924828,0.9769035142924256,63.89231250162032,89.50833333333334,87.58916102574213,target_scouting,1.0,exact_age_club_validated
Mohamed Bamba,Mohamed Bamba,Lorient,Ligue 1,2023-2024,ATT,21.752224503764545,1138,500000.0,4233200.989715051,3733200.989715051,5.0,2.3196196230899084,29.60592242531749,75.21111111111112,87.42594875775379,target_scouting,0.85,exact_age_validated
Moussa Diarra,Moussa Diarra,Toulouse,Ligue 1,2023-2024,DEF,22.92950034223135,1397,1500000.0,6464589.031796773,4964589.031796773,3.3097260211978488,1.7339217203024293,31.596473139527344,80.87222222222222,82.32052392133325,target_scouting,0.85,exact_age_validated
Etienne Youte Kinkoue,Étienne Youté Kinkoué,Le Havre,Ligue 1,2023-2024,DEF,21.924709103353862,1941,1800000.0,2510905.4924097164,710905.4924097164,0.3949474957831757,0.4198438860438118,71.81500457585918,86.41666666666667,80.82369587095722,target_scouting,0.85,exact_age_validated
Arthur Atta,Arthur Atta,Metz,Ligue 1,2023-2024,MID,20.92539356605065,924,500000.0,3174393.0287945066,2674393.0287945066,5.0,2.1852087365389714,10.994299876987418,74.38333333333334,78.00858744310952,high_priority,0.85,exact_age_validated
Jake O'Brien,Jake O'Brien,Lyon,Ligue 1,2023-2024,DEF,22.420260095824776,2369,1500000.0,3879399.7654269338,2379399.7654269338,1.5862665102846225,1.139032333410336,36.018415983235144,86.41666666666667,77.93922169828706,high_priority,0.85,exact_age_validated
Kamory Doumbia,Kamory Doumbia,Brest,Ligue 1,2023-2024,MID,20.829568788501028,879,2000000.0,20903538.31553769,18903538.31553769,5.0,2.3196196230899084,5.473351157642736,74.17500000000001,77.80782829179357,high_priority,0.85,exact_age_validated
Guela Doué,Guéla Doué,Rennes,Ligue 1,2023-2024,DEF,20.996577686516083,1234,1000000.0,2599568.4280436626,1599568.4280436626,1.5995684280436626,1.1450086245697138,49.05744075747101,75.41111111111111,77.51396051843759,high_priority,0.85,exact_age_validated
Yann Gboho,Yann Gboho,Toulouse,Ligue 1,2023-2024,MID,22.92676249144421,1193,2500000.0,11279426.945051244,8779426.945051244,3.511770778020497,1.7872940902755032,16.328021749966467,81.0027777777778,77.41174971418151,high_priority,0.85,exact_age_validated
Enzo Tchato,Enzo Tchato,Montpellier,Ligue 1,2024-2025,DEF,22.04791238877481,1899,2500000.0,7431334.42378054,4931334.42378054,1.972533769512216,1.3011918793766486,9.113049802511323,100.0,76.8883323186148,high_priority,1.0,exact_age_club_validated
Clément Akpa,Clément Akpa,Auxerre,Ligue 1,2024-2025,DEF,22.869267624914443,2486,1000000.0,3212279.9249922764,2212279.9249922764,2.212279924992276,1.391552233591784,15.82446307505967,90.16666666666669,75.90057370705755,high_priority,0.85,exact_age_validated
Luck Zogbé,Luck Zogbé,Brest,Ligue 1,2024-2025,DEF,19.540041067761805,638,500000.0,1391105.0649380186,891105.0649380186,1.782210129876037,1.2241085655933093,56.80942349144356,63.82222222222224,75.88574385334782,high_priority,0.85,exact_age_validated
Guillaume Restes,Guillaume Restes,Toulouse,Ligue 1,2023-2024,GK,18.50239561943874,3060,2000000.0,6938998.404851164,4938998.404851164,2.469499202425582,1.481287114626698,19.66307817607741,84.47222222222223,75.86304598471153,high_priority,0.85,exact_age_validated
Bradley Locko,Bradley Locko,Brest,Ligue 1,2023-2024,DEF,21.44558521560575,2959,5000000.0,11459584.36192254,6459584.36192254,1.291916872384508,0.9982758138041244,33.25678379111753,88.08333333333334,75.64080858420708,high_priority,0.85,exact_age_validated
Julien Ponceau,Julien Ponceau,Lorient,Ligue 1,2023-2024,MID,22.88021902806297,2244,3000000.0,8539627.95647326,5539627.956473259,1.846542652157753,1.2507386499462,13.97889685717177,92.08333333333334,74.0704349349335,high_priority,0.85,exact_age_validated
Marvin Senaya,Marvin Senaya,Strasbourg,Ligue 1,2023-2024,DEF,22.713210130047912,2138,1000000.0,2992306.342396791,1992306.342396791,1.992306342396791,1.3089151489751003,13.24030425926159,90.86111111111111,74.04762223681077,high_priority,0.85,exact_age_validated
Nathaniel Adjei,Nathaniel Adjei,Lorient,Ligue 1,2023-2024,DEF,21.062286105407257,1243,800000.0,2274357.152256643,1474357.152256643,1.842946440320804,1.2492659737026557,34.19739197822806,75.58611111111114,73.5328950100292,high_priority,0.85,exact_age_validated
Murillo,Murillo,Nottingham Forest,Premier League,2023-2024,DEF,21.05681040383299,2789,3500000.0,7784997.172097425,4284997.172097425,1.22428490631355,0.9633821662705838,79.28563559331063,91.66666666666669,94.26383524246314,target_scouting,1.0,exact_age_club_validated
Kobbie Mainoo,Kobbie Mainoo,Manchester Utd,Premier League,2023-2024,MID,18.666666666666668,1924,6000000.0,10666259.50541498,4666259.505414981,0.7777099175691635,0.702307038861566,82.89124705606373,86.41666666666667,89.17580217771655,target_scouting,0.85,exact_age_validated
Jarell Quansah,Jarell Quansah,Liverpool,Premier League,2023-2024,DEF,20.692676249144423,1190,2000000.0,6195650.056587502,4195650.056587502,2.097825028293751,1.3492872547813937,63.89232320009983,74.55555555555557,85.70707760611289,target_scouting,0.85,exact_age_validated
Cole Palmer,Cole Palmer,Chelsea,Premier League,2023-2024,MID,21.182751540041068,2607,18000000.0,91617421.26102786,73617421.26102786,4.08985673672377,1.927739767338853,13.978897748714436,92.08333333333334,84.07081558674044,target_scouting,0.85,exact_age_validated
